ORF alpha.0 alpha.7 alpha.14 alpha.21 alpha.28 alpha.35 alpha.42 alpha.49 alpha.56 alpha.63 alpha.70 alpha.77 alpha.84 alpha.91 alpha.98 alpha.105 alpha.112 alpha.119 Elu.0 Elu.30 Elu.60 Elu.90 Elu.120 Elu.150 Elu.180 Elu.210 Elu.240 Elu.270 Elu.300 Elu.330 Elu.360 Elu.390 cdc15.10 cdc15.30 cdc15.50 cdc15.70 cdc15.90 cdc15.110 cdc15.130 cdc15.150 cdc15.170 cdc15.190 cdc15.210 cdc15.230 cdc15.250 cdc15.270 cdc15.290 spo.0 spo.2 spo.5 spo.7 spo.9 spo.11 spo5.2 spo5.7 spo5.11 spo..early spo..mid heat.0 heat.10 heat.20 heat.40 heat.80 heat.160 dtt.15 dtt.30 dtt.60 dtt.120 cold.0 cold.20 cold.40 cold.160 diau.a diau.b diau.c diau.d diau.e diau.f diau.g Label gene_class
YER161C -0.32 0.03 -0.36 -0.07 -0.58 0.21 -0.17 0.18 0.1 0.14 -0.09 0.11 -0.12 -0.22 -0.49 0.11 -0.15 0.25 0.59 0.31 0.12 0.15 0.41 0.31 0.38 0.16 -0.25 0.03 0.41 -0.18 -0.17 0.03 0.14 0.42 -0.4 -0.32 -0.76 -0.23 -0.43 1.9 0.6 -0.79 -1.03 0.38 -0.36 -0.03 -0.45 0.23 -0.56 0.12 1.42 1.49 1.36 -0.86 1.29 0.99 -0.25 -0.15 -0.18 -0.6 -0.12 -0.3 -0.89 0.28 -0.3 0.61 0.37 0.4 -0.3 0.31 0.2 1.02 -0.34 0.18 0.31 -0.49 0.2 0.64 0.01 nc 2
YER162C -0.12 0.21 -0.1 0.04 -0.29 -0.03 -0.25 -0.07 0.15 -0.32 0.43 -0.04 0.1 -0.17 0.06 0.32 -0.22 -0.09 0.71 -0.18 0.2 -0.12 -0.3 -0.29 -0.09 -0.07 -0.2 -0.2 -0.25 -0.15 -0.09 0.16 -0.92 0.34 0.2 -0.27 -1.15 -0.42 -0.25 0.43 0.21 -0.94 -0.45 -0.09 -0.86 -1.03 -1.03 -0.07 -0.27 -0.64 -1.03 -0.97 -0.3 0.45 -0.43 0.14 -0.18 -0.09 0.12 0.11 0.4 0.64 -0.15 0.68 -0.62 -0.45 -0.32 -0.54 -0.06 0.16 0.6 0.06 -0.22 0.12 0.3 -0.03 -0.14 0.96 0.94 nc 2
YER173W -0.14 -0.4 -0.09 -0.43 -0.04 -0.38 0.07 -0.22 -0.07 -0.2 -0.36 -0.22 -0.06 -0.27 -0.29 -0.25 -0.03 -0.34 -0.56 -0.58 -0.43 -0.17 -0.3 -0.42 -0.49 0.15 0.04 0.03 -0.25 0.01 -0.06 0.29 -0.6 -0.45 -0.17 -0.47 -0.36 0.19 -0.49 0.72 -0.1 -0.36 -0.29 0.1 -0.4 -0.23 -0.64 -0.23 0.14 -0.3 -0.38 -0.74 -0.45 0.34 -0.69 -0.64 0.57 0.64 -0.32 -0.2 1.46 -0.54 -0.09 0.44 -0.34 -0.15 -0.23 -0.56 -0.07 0.51 -0.34 0.14 -0.34 -0.34 -0.01 -0.4 -0.36 0.52 0.03 nc 2
YER176W 0.32 -0.03 0.34 0.1 0.38 0.08 0.34 0.21 0.3 0.12 0.5 0.16 0.11 -0.01 0.31 0.26 0.38 0.12 -0.15 -0.29 -0.25 -0.22 -0.17 -0.29 -0.32 -0.29 -0.1 -0.29 -0.34 -0.07 -0.09 -0.38 -0.27 -0.25 -0.2 -0.54 -0.32 -0.56 -0.58 -0.18 -0.6 -0.92 -0.69 -0.04 -0.56 -0.58 -0.79 -0.4 -0.18 0.01 0.15 0.01 -0.17 -0.34 0.06 -0.22 0.07 0.14 -0.1 -0.17 -0.3 0.11 0.01 -0.01 -0.34 -0.34 -0.23 -0.34 -0.25 -0.3 -0.58 -0.76 -0.07 0.04 -0.06 -0.51 -0.18 -0.54 -0.32 nc 2
YFL009W -0.29 -0.14 -0.23 -0.18 -0.22 -0.32 -0.01 -0.45 -0.25 -0.2 -0.3 -0.1 0.08 -0.34 -0.1 -0.25 -0.01 -0.18 0.01 -0.04 -0.14 -0.07 -0.34 -0.3 -0.27 0.07 0.16 0.26 -0.14 0.33 -0.07 0.15 -0.6 -0.17 -0.29 -0.23 -0.15 -0.45 -0.54 0.25 -0.23 -0.51 -0.49 -0.45 -0.81 -0.47 -0.81 -0.27 0.55 0.4 0.65 0.31 0.32 -0.22 -0.36 -0.56 1.08 1.14 0.11 0.6 0.18 0.63 0.67 0.54 -0.27 -0.56 -0.3 -0.3 -0.54 -0.18 0.29 0.16 0.18 0.03 0.12 -0.2 -0.3 -0.18 -0.3 nc 2
YFL021W -0.69 -0.34 -0.3 -0.42 -0.2 -0.36 -0.81 -0.3 -0.38 -0.51 1 0.2 -0.01 -0.07 -0.06 0.32 -0.69 -0.23 -0.29 -0.43 0.19 0.1 -0.14 -0.42 -0.62 -0.12 -0.4 -0.25 -0.18 -0.15 0.08 0.24 -0.79 -0.12 -0.18 -0.27 -0.23 -0.2 0.44 0.59 0.23 -0.18 -0.14 0.4 -0.04 0.16 0.03 -0.1 0.88 0.04 -0.32 -0.54 -0.47 0.58 -0.43 -0.69 1.29 0.16 -0.06 0.08 0.18 0.43 0.43 -0.49 -0.25 -0.27 -0.04 -0.14 -0.1 0.36 -0.22 -0.15 0.01 0.31 0.26 -0.42 -0.49 0.46 0.56 nc 2
YFL036W -0.06 -0.23 0.1 -0.03 -0.2 -0.34 0.01 -0.1 -0.06 0.39 0.12 0.06 -0.34 -0.22 -0.36 0.01 -0.04 -0.04 -0.49 -0.69 -0.45 -0.2 -0.23 0.01 -0.06 0.25 0.33 0.38 0.03 0.18 0.01 0.01 0.28 0.37 -0.15 -0.2 0.24 0.41 0.52 0.23 0.12 0.29 0.29 -0.22 0.66 0.48 0.3 -0.2 0.31 1.35 1.01 0.7 0.26 -1.43 -0.94 -1.6 0.89 2.03 0.1 0.82 0.03 0.56 0.18 -0.45 -0.97 -0.62 -0.49 -0.64 0.11 0.39 0.39 0.86 -0.2 -0.51 -0.51 0.18 -0.2 0.52 -0.3 nc 2
YFL038C -0.47 -0.36 -0.06 -0.1 -0.07 0.04 -0.25 -0.17 0.16 0.24 0.12 0.12 0.04 -0.43 -0.04 0.04 -0.23 -0.23 0.41 0.32 0.32 0.06 -0.01 0.18 0.14 0.88 0.62 0.5 0.29 0.34 0.7 0.69 0.25 0.54 0.46 0.25 0.15 0.23 0.3 0.48 0.6 0.29 0.46 1.4 0.68 0.61 0.99 0.3 0.28 0.16 1.58 1.47 1.61 0.14 1.48 1.39 0.2 -0.01 -0.42 -0.27 -0.51 -0.64 -0.54 -0.74 0.58 0.19 0.65 0.55 -0.74 -0.51 -1.09 -1.09 -0.03 0.18 0.11 0.24 0.24 0.99 -0.17 nc 2
YFL041W 0.19 0.11 -0.07 0.44 0.37 0.37 0.21 0.21 0.64 0.25 0.5 0.45 0.4 0.2 0.16 0.31 -0.06 0.36 -0.58 -0.09 0.04 -0.14 -0.34 -0.14 -0.04 0.12 0.28 0.29 0.15 0.14 0.23 0.31 -0.14 -0.22 -0.12 0.11 0.19 0.43 0.36 0.33 0.21 0.04 0.2 0.82 0.06 -0.04 0.06 0.12 -0.64 0.7 1.97 1.12 2.24 -1.51 1.54 1.37 -0.64 0.7 -0.3 -0.03 -0.3 -0.17 -0.29 -0.84 0.06 -0.4 0.12 -0.04 -0.4 0.7 0.28 0.6 0.32 0.32 0.65 -0.07 -0.3 0.32 0.32 nc 2
YFL045C -0.4 -0.71 -0.22 0.55 0.73 0.72 0.43 0.59 0.56 -0.18 0.34 0.19 0.46 0.5 0.4 0.51 0.14 0.11 -0.69 -0.6 -0.17 0.28 0.52 0.75 0.72 0.42 0.12 0.1 0.38 -0.04 -0.45 -0.43 -0.51 -0.4 0.12 0.36 -0.03 -0.51 -0.45 0.18 0.33 0.14 0.03 0.03 -0.56 -0.47 -0.34 0.12 -0.01 -0.45 -0.58 -0.6 -0.38 0.2 -0.15 -0.2 -0.51 -0.42 0.01 -0.94 -1.69 -1.4 -0.32 -1.12 0.97 0.15 1.12 0.99 -0.07 0.87 -1.32 -1.03 0.43 0.49 1.02 0.21 -0.2 -0.69 -1.29 nc 2
YFL053W 0.04 0.11 -0.07 0.29 -0.15 -0.17 -0.34 -0.25 -0.4 0.07 -0.36 -0.09 0.19 -0.34 -0.47 -0.18 -0.23 -0.27 -0.32 -0.49 -0.2 -0.56 -0.54 -0.38 -0.29 -0.47 -0.29 -0.32 -0.15 -0.23 -1.25 -0.17 -0.23 -0.6 -0.23 -1.09 -0.92 -1.18 -0.47 -0.38 -0.32 -0.76 -0.84 0.04 -0.69 -0.47 -0.79 -0.2 0.62 1.45 1.79 1.1 0.36 -0.62 0.07 -0.84 1.68 1.58 0.03 1.44 0.21 0.72 0.19 0.37 -0.92 -0.58 -1 -1.22 0.04 0.48 0.98 0.46 -0.94 -0.43 -0.23 -0.34 -0.4 0.66 0.38 nc 2
YFL055W 0.4 0.24 0.29 0.28 0.15 0.2 0.26 0.16 0.1 0.07 0.04 0.04 -0.03 -0.18 -0.09 -0.22 0.23 0.01 -0.45 0.11 -0.14 -0.69 -0.74 -0.6 -0.4 -0.18 0.04 -0.04 -0.29 0.03 0.14 -0.1 -0.18 -0.03 -0.12 -0.51 -0.62 -0.97 -0.34 -0.34 -0.4 -0.56 -0.4 0.23 -0.62 -0.47 -0.34 -0.23 -0.18 -0.71 -0.69 -0.62 -0.36 0.58 -0.58 0.04 -0.23 -0.49 -0.01 0.77 0.57 0.15 0.46 0.14 -0.45 -0.06 -0.22 -0.69 0.15 0.7 1.01 0.76 -0.71 -0.32 -0.07 -0.38 -0.47 0.64 0.9 nc 2
YFR023W -0.25 0.4 0.16 -0.56 -0.06 -0.69 -0.09 0.01 0.24 -0.38 -0.4 -0.42 -0.34 -0.32 0.06 -0.47 -0.12 -0.15 0.06 -0.62 -0.64 -0.32 -0.6 0.06 -0.45 -0.74 -0.76 -1.43 -0.01 -1.32 -1.43 -0.84 0.44 0.37 0.08 -0.49 -0.76 -0.6 -0.47 0.67 -0.2 -0.27 -0.27 -0.1 -0.6 -0.29 -0.58 -0.58 -0.38 4.13 4.29 4.57 5.65 -4.64 1.49 1.3 0.26 3.03 1.24 -0.04 0.03 0.28 -1 0.06 -1.06 -0.56 -0.29 -0.92 0.56 0.74 0.51 0.23 -0.69 0.24 0.1 -0.45 -0.27 0.5 0.44 nc 2
YFR028C -0.64 -0.76 -0.92 -0.6 -0.69 0.04 -0.23 -0.27 -0.03 0.07 -0.32 -0.36 -0.18 -0.27 -0.15 -0.04 -0.38 -0.1 -0.92 -0.09 0.65 -0.4 -0.14 0.03 -0.17 0.33 0.26 0.28 0.3 -0.06 -0.03 0.07 -1.09 -0.15 -0.34 -0.27 -0.32 -0.2 -0.07 1.6 -0.03 -1.64 -0.49 0.23 -1.15 -0.38 -1.06 -0.32 1.3 1.95 2.67 2.54 3.28 -1.03 0.86 0.82 1.96 2.49 -0.23 -0.25 -0.29 -0.25 0.28 -0.01 -0.2 -0.47 -0.23 -0.22 -0.22 0.07 -0.74 -0.18 -0.04 -0.18 -0.1 -0.2 -0.47 -0.06 -1.22 nc 2
YGL017W 0.07 -0.14 -0.17 -0.23 -0.01 -0.18 -0.18 0.01 0.1 -0.2 0.25 -0.07 -0.01 -0.32 -0.14 0.1 -0.32 -0.07 0.04 -0.23 -0.51 -0.1 -0.27 -0.42 -0.27 -0.07 -0.12 -0.2 -0.04 -0.3 -0.36 -0.09 0.11 0.21 0.18 -0.07 0.11 0.14 0.19 0.06 -0.17 -0.09 -0.17 -0.14 0.11 -0.14 -0.03 -0.15 -0.94 -1.18 -1.69 -0.97 -1.12 0.11 -0.47 -0.01 -0.81 0.15 0.45 0.52 0.06 0.48 0.25 0.76 -0.47 -0.47 -0.09 -0.49 -0.43 0.37 -0.04 -0.42 -0.12 0.39 0.43 -0.12 -0.43 0.71 0.16 nc 2
YGL026C 0.12 0.08 -0.1 0.21 0.19 0.15 0.19 0.03 0.04 -0.06 -0.01 0.01 0.16 -0.2 0.12 -0.01 -0.17 -0.01 -0.84 0.04 0.18 0.03 -0.29 -0.22 0.01 0.29 0.37 0.6 -0.04 0.4 0.3 0.54 -0.32 -0.12 -0.15 -0.09 0.08 -0.18 -0.07 -0.04 -0.03 -0.06 -0.07 -0.42 -0.04 -0.06 0.11 -0.27 0.01 -0.56 -1.22 -1 -0.69 0.57 -0.81 -0.56 -0.86 -1.09 0.41 0.4 0.11 0.41 0.49 0.07 -0.34 -0.94 0.03 0.37 0.68 0.37 0.86 0.96 0.21 0.38 0.42 0.03 -0.18 -0.3 -0.92 nc 2
YGL038C -0.86 -0.22 0.5 0.57 -0.36 0.06 -0.69 -0.43 -0.42 0.2 0.32 0.63 0.31 0.14 -0.1 -0.12 -0.45 -0.32 0.2 0.41 0.03 0.1 0.06 0.37 0.42 0.31 0.14 0.14 0.3 0.06 0.18 0.26 0.03 1.18 0.56 -0.01 -0.43 -0.32 0.54 0.91 0.77 -0.07 -0.15 0.9 0.29 0.2 0.31 -0.07 -0.6 -1.32 -1.69 -1.29 -0.79 0.54 -0.2 0.74 0.23 0.07 -0.03 -0.01 -0.18 0.06 0.04 0.43 0.3 0.11 0.63 0.46 -0.23 0.38 0.23 -0.32 -0.06 0.2 0.39 -0.06 -0.36 0.33 0.16 nc 2
YGL062W -0.12 0.93 1.81 2.03 1.54 0.95 0.29 0.2 0.3 -0.07 0.26 -0.01 -0.2 -0.42 -0.29 0.03 -0.71 -0.23 -0.1 0.51 0.31 0.77 0.31 0.5 0.33 0.48 0.51 0.51 -0.14 0.41 -0.07 0.32 -0.36 -0.64 -0.62 -0.29 -0.07 -0.09 -0.12 -0.06 -0.27 -0.17 -0.27 0.26 -0.14 -0.15 -1.89 -0.1 1.7 1.27 0.71 0.16 0.12 0.2 -0.54 -1.43 1.14 -0.36 0.32 2.49 2.12 1.8 1.36 0.38 -1.29 -0.81 0.9 -0.97 0.34 0.08 1.96 2.6 0.03 0.11 -1.03 -0.84 -0.86 -0.76 1.81 nc 2
YGL087C -0.01 0.06 -0.04 0.08 -0.12 0.08 -0.07 0.19 0.14 -0.4 -0.15 -0.32 -0.32 -0.54 -0.15 -0.2 -0.17 -0.14 0.5 0.14 0.28 0.26 -0.36 -0.1 -0.23 0.04 -0.18 -0.38 0.04 -0.25 -0.07 0.08 0.03 -0.1 -0.14 -0.3 -0.51 -0.22 -0.4 -0.67 0.01 -0.4 -0.09 -0.12 -0.25 -0.18 0.06 -0.22 0.24 -0.14 -0.54 -0.69 -0.92 0.06 -0.36 -0.86 0.19 0.46 -0.14 0.1 0.19 0.16 -0.07 0.21 -0.01 0.1 0.21 -0.07 -0.4 0.5 -0.09 -0.79 -0.12 -0.07 -0.09 -0.1 -0.14 0.68 0.15 nc 2
YGL125W -0.27 0.34 -0.06 -0.25 -0.07 -0.07 0.38 -0.22 -0.29 -0.2 -0.43 -0.25 -0.06 -0.38 0.04 -0.09 -0.12 -0.32 0.12 -0.1 -0.47 -0.38 -0.6 -0.92 -0.4 -0.22 0.12 -0.29 -0.22 0.25 0.23 -0.29 -0.97 -0.94 0.12 0.61 -0.09 -0.54 -0.29 0.18 0.2 -0.23 -0.34 -0.34 -0.09 0.03 0.07 -0.22 0.33 0.08 -0.22 -0.22 -0.54 0.01 -0.34 0.12 0.53 0.19 0.18 1.04 0.81 0.56 0.93 0.16 -0.27 -0.34 -0.27 -0.09 -0.04 0.41 0.81 0.56 -0.03 0.14 0.19 -0.1 -0.17 0.33 0.18 nc 2
YGL153W -0.45 -0.4 -0.42 -0.43 -0.56 -0.58 -0.56 -0.29 -0.58 -0.42 -0.69 -0.3 -0.47 -0.71 -0.34 -0.4 -0.09 -0.43 0.57 -0.17 -0.38 -0.47 -0.43 -0.45 -0.64 -0.32 -0.4 -0.42 -0.32 -0.25 -0.56 -0.47 -0.71 -0.34 -0.38 -0.84 -0.86 -0.58 -0.49 -0.54 -0.64 -0.69 -0.34 -0.1 0.14 -0.2 0.16 -0.2 0.59 0.58 0.31 0.34 0.76 0.28 -0.29 0.32 1.11 1.21 -0.25 -0.42 -0.1 -0.2 -0.32 0.12 -0.32 0.41 -0.09 -0.56 -0.79 0.31 -0.3 -0.25 -0.14 -0.07 0.21 -0.03 -0.34 1.08 1.57 nc 2
YGL163C -0.38 -0.14 0.15 0.33 -0.03 0.04 -0.07 -0.1 -0.81 -0.6 -0.22 -0.03 -0.01 -0.18 -0.38 -0.49 -1.36 -0.45 0.63 0.34 0.3 0.23 -0.06 0.18 0.1 -0.06 -0.29 -0.18 -0.2 -0.29 -0.47 -0.17 -0.25 0.61 0.31 -0.07 -1.18 -0.49 -0.04 0.2 0.33 -0.32 -1.09 0.01 -0.07 -0.36 -0.36 -0.06 1.26 1.77 1.43 1.06 0.93 -0.54 -0.14 -0.81 1.69 2.05 -0.14 0.42 0.24 0.23 0.2 1.41 -0.29 -0.1 -0.43 -0.34 -0.3 0.3 0.77 1.1 -0.06 0.2 0.23 -0.32 -0.32 0.39 0.39 nc 2
YGL202W 0.11 0.12 0.16 0.24 -0.09 0.36 0.03 0.16 0.21 0.43 0.3 0.15 0.2 0.08 0.1 0.12 -0.09 0.37 -0.71 -0.17 0.15 0.15 -0.03 0.25 0.37 0.51 0.19 0.33 0.3 0.39 0.01 0.56 -0.2 -0.32 -0.32 -0.06 -0.23 -0.18 -0.1 0.01 -0.12 -0.12 -0.09 0.07 -0.22 -0.18 -0.07 0.14 -0.32 -1.32 -1.94 -1.74 -1.74 1.01 -0.62 -0.79 -0.67 -1.64 0.2 0.28 -0.71 -0.18 -0.04 0.97 0.16 -0.97 0.18 -0.04 -0.01 -0.01 -0.23 -0.22 0.34 0.36 1.01 0.1 -0.09 -0.04 -0.79 nc 2
YGL208W -0.43 0.06 0.01 -0.07 -0.49 0.11 -0.45 0.06 -0.12 0.19 -0.09 0.11 -0.15 -0.22 -0.84 -0.09 -0.06 -0.07 0.5 0.3 0.15 -0.29 -0.18 -0.09 0.31 0.31 0.33 0.32 0.51 0.54 0.38 0.58 -0.07 0.29 0.04 0.23 0.28 0.41 0.19 0.19 1.13 0.3 0.18 0.89 0.57 0.41 0.51 -0.07 0.38 -0.07 -0.18 -0.67 -0.29 0.34 -0.07 -0.56 0.28 0.54 0.16 0.9 0.15 0.67 0.36 1.46 -0.25 -0.04 -0.15 -0.07 -0.43 0.42 0.63 0.53 0.11 0.08 0.32 0.07 -0.15 0.15 -0.09 nc 2
YGL209W -0.01 -0.4 -0.06 -0.1 -0.01 -0.01 0.03 -0.01 -0.1 -0.29 -0.2 -0.23 -0.15 -0.38 -0.01 -0.23 0.12 -0.18 -0.32 -0.62 -0.54 -0.64 -0.45 -0.6 -0.64 -0.23 0.04 -0.14 -0.42 0.2 0.11 -0.25 0.95 0.96 0.28 0.8 1.01 1.04 0.75 0.36 0.41 0.79 0.95 0.32 -0.01 -0.01 0.06 -0.03 -0.47 -0.62 -0.64 -0.45 -0.47 0.19 -0.04 -0.03 -0.54 -0.56 -0.07 0.01 0.06 -0.15 0.32 -0.45 -0.6 -0.89 -0.2 -0.1 0.1 0.11 0.62 -0.03 0.19 -0.06 -0.64 -0.71 -0.49 -0.56 -0.64 nc 2
YGL233W -0.4 -0.38 -0.3 -0.23 -0.4 -0.17 -0.04 -0.25 -0.22 -0.29 -0.25 -0.01 -0.38 -0.42 -0.15 -0.1 -0.23 -0.01 0.7 0.04 -0.64 0.26 -0.15 -0.15 -0.09 -0.15 -0.18 0.11 0.07 0.06 -0.43 0.1 -0.47 -0.18 -0.15 0.34 0.1 0.03 -0.04 0.24 0.8 -0.14 -0.54 0.1 0.01 -0.1 -0.29 -0.07 -0.17 -0.45 -0.45 -0.38 -0.06 0.14 0.06 0.38 -0.17 -0.47 -0.17 0.06 0.14 -0.25 -0.36 0.07 -0.14 -0.04 -0.43 0.01 0.66 0.12 0.65 0.93 0.23 0.34 0.26 -0.09 -0.36 0.24 0.25 nc 2
YGL237C 0.12 -0.47 -0.3 -0.18 0.21 0.29 0.01 0.03 -0.17 -0.18 -0.03 -0.12 -0.12 0.19 0.18 0.07 0.25 0.11 0.44 0.07 -0.14 -0.47 -0.32 -0.43 -0.2 -0.17 0.14 -0.27 -0.36 -0.09 0.08 -0.32 -0.03 -0.12 0.03 -0.01 0.04 -0.09 -0.07 -0.25 -0.17 0.31 -0.3 -0.27 0.16 0.14 0.06 -0.14 -0.29 -0.25 -0.34 -0.51 -0.32 -0.1 -0.25 -0.3 0.44 0.25 -0.27 0.5 0.01 -0.47 0.07 -0.47 -0.25 -0.47 -0.25 -0.38 -0.09 0.14 -0.01 -0.32 -0.15 0.03 -0.12 -0.32 -0.23 -0.04 0.51 nc 2
YGL253W 0.48 0.69 0.59 1.08 0.81 1 0.38 0.69 0.42 0.14 0.45 0.49 0.48 0.49 0.51 0.75 0.12 0.21 -0.49 -0.09 0.07 0.03 -0.06 0.11 0.3 0.49 0.53 0.6 0.55 0.77 0.48 0.39 -1.12 -0.38 0.12 0.33 -0.03 0.01 0.04 0.4 0.36 0.33 0.11 -0.22 0.19 -0.07 -0.03 0.21 -1.74 -1.74 -2.84 -2.4 -2.56 0.12 -1.12 -0.71 -1.74 -2.56 0.21 0.93 0.01 -0.94 -0.34 -0.71 0.28 0.21 0.97 0.75 0.3 0.16 0.21 0.04 0.5 0.6 0.52 -0.23 0.04 -0.12 -1.15 nc 2
YGL256W -0.38 -0.2 -0.23 0.03 -0.06 0.52 -0.25 0.11 -0.18 -0.01 -0.32 -0.1 -0.18 -0.4 -0.32 -0.14 -0.04 -0.25 0.1 -0.42 0.31 -0.18 -0.01 0.38 0.29 0.18 0.01 0.14 0.12 -0.45 -0.42 -0.04 -0.42 -0.36 -0.32 0.08 0.01 0.07 -0.12 0.04 0.26 0.1 0.04 -0.07 -0.47 -0.54 -0.51 0.01 -0.42 -0.36 -0.79 -0.36 -0.47 0.23 -0.51 -0.38 -0.51 -0.92 -0.06 -0.38 -0.43 -0.34 0.07 0.21 0.23 -0.6 0.03 0.23 -0.27 0.19 -0.25 0.56 -0.09 -0.3 0.48 -0.4 -0.6 -0.1 -0.79 nc 2
YGR008C 0.65 1.21 1.16 0.76 0.21 0.06 0.12 -0.07 -0.22 -0.17 -0.2 0.01 0.1 -0.42 0.04 -0.2 0.18 -0.29 1.82 0.41 0.23 -0.47 -1.03 -0.89 -0.67 -0.22 0.15 -0.45 -0.32 0.52 0.61 0.21 -0.12 -0.12 0.14 0.18 0.58 0.19 0.74 0.8 0.72 0.77 0.7 1.06 1.44 1.45 2.04 -0.25 -1.4 -2.25 -2.4 -1.69 -1.6 1.12 -0.18 0.33 -1.25 -2.32 0.38 1.98 1.21 -0.3 -0.18 -0.6 0.38 1.88 1.41 1.1 0.06 0.79 0.64 -0.27 -0.06 0.04 0.5 1.12 1.07 2.76 2.09 nc 2
YGR032W 0.37 0.19 0.3 0.28 0.58 -0.1 0.42 -0.04 0.06 -0.04 -0.03 -0.01 0.14 -0.27 0.2 0.03 -0.03 -0.06 -0.17 -0.22 -0.25 -0.29 -0.22 -0.38 -0.03 -0.36 0.33 0.36 -0.45 0.21 -0.09 -0.12 0.55 0.28 0.68 0.51 0.34 0.07 0.1 0.23 0.24 0.11 -0.1 -0.14 -0.09 -0.06 -0.07 -0.45 -0.56 -0.14 0.58 0.48 0.43 -0.4 0.32 0.25 -0.67 -1 0.21 0.39 0.06 1.27 1.6 0.99 -0.74 -0.38 0.51 0.33 0.71 0.37 1.29 0.71 -0.09 -0.04 0.11 -0.15 -0.15 -0.76 0.49 nc 2
YGR036C 0.31 0.24 0.14 -0.01 -0.03 -0.01 -0.12 0.01 0.07 -0.36 0.1 0.03 0.16 -0.04 -0.06 0.08 -0.27 -0.22 -0.32 -0.17 -0.23 -0.22 -0.25 -0.09 0.07 -0.07 -0.43 -0.04 -0.09 -0.12 -0.32 0.01 1.57 0.18 -0.51 -2.06 -0.45 -0.29 0.06 0.07 -0.14 0.32 0.39 -0.4 -0.04 -0.45 -0.94 -0.34 -0.27 -0.15 -0.79 -0.81 -1.06 -0.54 -0.76 -0.69 -0.1 -0.4 0.23 0.28 0.36 -0.1 0.44 0.48 -0.56 -0.84 -0.51 -1 0.36 0.3 0.86 0.96 -0.1 0.14 0.44 -0.15 -0.3 0.39 -0.27 nc 2
YGR047C -0.3 -0.62 -0.15 -0.43 -0.17 -0.42 -0.07 -0.25 -0.23 -0.29 -0.34 -0.2 -0.27 -0.36 -0.29 -0.12 -0.15 -0.25 -0.47 -0.47 -0.45 -0.34 -0.4 -0.3 -0.51 0.03 0.1 0.15 -0.3 -0.17 -0.15 -0.07 -0.51 -0.32 -0.36 -0.34 -0.34 -0.47 -0.45 0.01 -0.32 -0.2 -0.3 -0.47 -0.36 -0.79 -0.38 -0.3 0.51 0.58 0.31 -0.25 -0.1 -0.2 -0.74 -0.94 1.34 1.01 -0.1 0.07 -0.1 0.2 -0.07 -0.36 -0.38 -0.36 -1 -0.45 -0.07 -0.09 0.18 0.36 -0.18 -0.45 0.06 -0.06 -0.09 0.64 -0.23 nc 2
YGR055W -0.22 0.57 -0.64 -1.03 -0.1 0.37 0.95 -0.2 -0.2 -0.18 -0.12 -0.29 -0.42 -0.42 0.25 0.26 0.06 -0.14 -1.47 -0.17 -0.14 0.38 0.18 0.36 -0.43 0.34 0.29 0.53 -0.03 0.23 0.45 0.15 -1.12 -1.29 0.25 -0.01 -0.62 -0.76 -0.06 0.53 0.03 -1.29 -0.69 -0.97 -0.18 -0.3 -0.43 -0.09 -1.51 -0.97 0.57 0.25 0.36 -1.29 0.88 1.05 -2.12 -0.12 0.23 0.48 0.2 0.58 0.64 0.32 -0.81 -1.18 -0.54 0.26 -0.17 0.06 0.21 -0.15 0.19 0.12 0.1 -0.36 -0.67 -0.47 -0.84 nc 2
YGR063C -0.49 -0.17 -0.51 -0.4 -0.71 -0.22 -0.45 -0.47 -0.14 -0.22 -0.32 -0.43 -0.23 -0.62 -0.62 -0.32 -0.4 -0.43 -0.1 0.26 0.14 -0.4 0.07 0.21 0.11 0.15 -0.04 0.14 0.37 -0.09 0.12 0.19 -0.09 0.15 -0.1 -0.22 -0.07 0.2 0.34 0.33 0.14 -0.17 0.07 0.07 -0.07 -0.29 0.06 -0.07 -0.71 -1.22 -1.25 -0.81 -0.92 -0.23 -0.34 -0.22 -1.6 -1 -0.07 -0.45 -0.43 -0.51 -0.49 -0.17 -0.01 -0.12 -0.43 -0.27 -0.3 0.06 -0.32 0.07 -0.12 -0.03 0.01 -0.27 -0.12 -0.1 -0.64 nc 2
YGR076C 0.21 -0.03 0.19 0.14 -0.04 -0.1 0.18 0.14 0.06 -0.22 -0.23 -0.29 -0.14 -0.2 -0.45 -0.17 0.15 -0.42 0.62 -0.47 -0.32 -0.2 -0.25 -0.34 -0.14 -0.32 -0.25 -0.47 -0.07 -0.3 -0.12 -0.3 0.04 0.26 0.07 -1.56 0.26 0.45 0.84 0.61 0.28 0.41 0.87 1.08 0.93 0.96 1.31 -0.42 -0.51 -0.22 -0.25 -0.34 -0.47 -0.18 0.03 -0.17 -0.56 -0.1 -0.22 -0.22 -0.03 -0.2 -0.54 -0.12 -0.27 0.08 -0.49 -0.47 -0.15 0.4 -0.12 -0.51 -0.1 -0.18 0.06 -0.25 0.4 1.32 0.61 nc 2
